iteration;avg_executed;avg_worst;avg_average;avg_best
0;108.6271779560459;108.6271779560459;108.6271779560459;108.6271779560459
1;111.24127362871941;110.90146268150092;111.07139230472451;111.24132192794804
2;111.24047251587038;110.90121655588187;111.07086868549044;111.240520815099
