iteration;avg_executed;avg_worst;avg_average;avg_best
0;106.23341843083354;106.23341843083354;106.23341843083354;106.23341843083354
1;108.94342023871494;108.54675062368233;108.74508543119862;108.94342023871494
2;108.94328357504794;108.54703581610549;108.74515969557676;108.94328357504794
